time_stamp,agent_id,profession,location,current_node_id,household_id,home_node_id,activity_name
5,393,student,home,5276861164_centroid,322,5276861164_centroid,eat_at_restaurant
5,395,student,home,1582921818_centroid,147,1582921818_centroid,eat_at_home
5,397,student,home,2660604033_centroid,335,2660604033_centroid,eat_at_restaurant
5,399,student,home,2598218861_centroid,265,2598218861_centroid,eat_at_home
5,400,student,home,9941564363_centroid,78,9941564363_centroid,eat_at_home
5,404,student,home,2598219076_centroid,5,2598219076_centroid,eat_at_home
5,405,student,home,9738782077_centroid,131,9738782077_centroid,eat_at_restaurant
5,410,student,home,4253905933_centroid,166,4253905933_centroid,eat_at_restaurant
5,413,student,home,5532524044_centroid,243,5532524044_centroid,eat_at_home
5,422,student,home,5409247087_centroid,208,5409247087_centroid,eat_at_restaurant
5,423,student,home,1577880501_centroid,212,1577880501_centroid,eat_at_home
5,424,student,home,2987435436_centroid,283,2987435436_centroid,eat_at_home
5,425,student,home,6161063373_centroid,58,6161063373_centroid,eat_at_home
5,429,student,home,7168443281_centroid,111,7168443281_centroid,eat_at_home
5,430,student,home,5411247867_centroid,74,5411247867_centroid,eat_at_restaurant
5,431,student,home,5555654029_centroid,228,5555654029_centroid,eat_at_restaurant
5,432,student,home,5911244659_centroid,91,5911244659_centroid,eat_at_restaurant
5,434,student,home,7961286686_centroid,186,7961286686_centroid,eat_at_home
5,436,student,home,3975269355_centroid,275,3975269355_centroid,eat_at_home
5,437,student,home,1575486641_centroid,17,1575486641_centroid,eat_at_home
5,438,student,home,5485723797_centroid,123,5485723797_centroid,eat_at_home
5,439,student,home,3135426864_centroid,72,3135426864_centroid,eat_at_restaurant
5,441,student,home,2598219232_centroid,297,2598219232_centroid,eat_at_home
5,444,student,home,2602579496_centroid,11,2602579496_centroid,eat_at_restaurant
5,447,student,home,7961286686_centroid,186,7961286686_centroid,eat_at_restaurant
5,450,university_student,home,5276861164_centroid,322,5276861164_centroid,eat_at_restaurant
5,455,university_student,home,2602579097_centroid,167,2602579097_centroid,eat_at_restaurant
5,459,university_student,home,5598067860_centroid,339,5598067860_centroid,eat_at_restaurant
5,460,university_student,home,2985100772_centroid,337,2985100772_centroid,eat_at_home
5,462,university_student,home,7961286747_centroid,204,7961286747_centroid,eat_at_home
5,464,university_student,home,3844116795_centroid,305,3844116795_centroid,eat_at_restaurant
5,466,university_student,home,4801751282_centroid,26,4801751282_centroid,eat_at_home
5,468,university_student,home,5276861212_centroid,66,5276861212_centroid,eat_at_restaurant
5,469,university_student,home,2598219222_centroid,193,2598219222_centroid,eat_at_restaurant
5,473,university_student,home,3901330724_centroid,192,3901330724_centroid,eat_at_restaurant
5,475,university_student,home,5285312136_centroid,298,5285312136_centroid,eat_at_home
5,476,university_student,home,5385111216_centroid,342,5385111216_centroid,eat_at_restaurant
5,480,university_student,home,8223739228_centroid,183,8223739228_centroid,eat_at_home
5,484,university_student,home,3844350171_centroid,289,3844350171_centroid,eat_at_home
5,486,university_student,home,2601271436_centroid,176,2601271436_centroid,eat_at_home
5,488,university_student,home,5555654029_centroid,228,5555654029_centroid,eat_at_home
5,493,university_student,home,5379614116_centroid,96,5379614116_centroid,eat_at_home
5,494,university_student,home,5276905048_centroid,22,5276905048_centroid,eat_at_restaurant
5,495,university_student,home,5297220734_centroid,226,5297220734_centroid,eat_at_home
5,496,university_student,home,4328946055_centroid,114,4328946055_centroid,eat_at_restaurant
5,500,university_student,home,7168443281_centroid,111,7168443281_centroid,eat_at_restaurant
5,501,university_student,home,5532522844_centroid,213,5532522844_centroid,eat_at_home
5,503,university_student,home,4801751278_centroid,263,4801751278_centroid,eat_at_home
5,505,university_student,home,2598219151_centroid,60,2598219151_centroid,eat_at_restaurant
5,506,university_student,home,10024546789_centroid,324,10024546789_centroid,eat_at_home
5,510,university_student,home,3844350171_centroid,289,3844350171_centroid,eat_at_restaurant
5,513,university_student,home,9729800646_centroid,350,9729800646_centroid,eat_at_home
5,515,university_student,home,5911244621_centroid,261,5911244621_centroid,eat_at_restaurant
5,517,university_student,home,5415837106_centroid,163,5415837106_centroid,eat_at_restaurant
5,518,university_student,home,1577880501_centroid,212,1577880501_centroid,eat_at_restaurant
5,520,university_student,home,1573640236_centroid,89,1573640236_centroid,eat_at_restaurant
5,523,university_student,home,2601271127_centroid,301,2601271127_centroid,eat_at_home
5,526,university_student,home,2602579232_centroid,214,2602579232_centroid,eat_at_home
5,527,university_student,home,10024546789_centroid,115,10024546789_centroid,eat_at_home
5,528,university_student,home,5415837032_centroid,217,5415837032_centroid,eat_at_home
5,533,university_student,home,4801751278_centroid,263,4801751278_centroid,eat_at_restaurant
5,536,university_student,home,3844116795_centroid,185,3844116795_centroid,eat_at_home
5,539,university_student,home,2602579588_centroid,184,2602579588_centroid,eat_at_restaurant
5,540,university_student,home,2598219222_centroid,193,2598219222_centroid,eat_at_restaurant
5,544,university_student,home,5598068578_centroid,139,5598068578_centroid,eat_at_home
5,550,university_student,home,7961280456_centroid,325,7961280456_centroid,eat_at_home
5,551,university_student,home,5385111952_centroid,191,5385111952_centroid,eat_at_home
5,552,university_student,home,6161063369_centroid,175,6161063369_centroid,eat_at_restaurant
5,553,university_student,home,5276905032_centroid,126,5276905032_centroid,eat_at_restaurant
5,554,university_student,home,2602579958_centroid,216,2602579958_centroid,eat_at_home
5,555,university_student,home,3975269467_centroid,146,3975269467_centroid,eat_at_home
5,556,university_student,home,5415836926_centroid,198,5415836926_centroid,eat_at_home
5,557,university_student,home,5598068486_centroid,28,5598068486_centroid,eat_at_restaurant
5,558,university_student,home,9729800646_centroid,296,9729800646_centroid,eat_at_home
5,559,university_student,home,5911244777_centroid,308,5911244777_centroid,eat_at_restaurant
5,562,university_student,home,7961519394_centroid,260,7961519394_centroid,eat_at_home
5,563,university_student,home,9738782720_centroid,344,9738782720_centroid,eat_at_home
5,567,university_student,home,5438757127_centroid,128,5438757127_centroid,eat_at_restaurant
5,570,university_student,home,5409248382_centroid,256,5409248382_centroid,eat_at_home
5,571,university_student,home,2598218908_centroid,249,2598218908_centroid,eat_at_home
5,575,university_student,home,5598068550_centroid,329,5598068550_centroid,eat_at_home
5,577,university_student,home,4801751278_centroid,263,4801751278_centroid,eat_at_home
5,579,university_student,home,5555654199_centroid,304,5555654199_centroid,eat_at_restaurant
5,582,university_student,home,10024546893_centroid,154,10024546893_centroid,eat_at_restaurant
5,585,university_student,home,1572619416_centroid,234,1572619416_centroid,eat_at_home
5,586,university_student,home,1573641215_centroid,54,1573641215_centroid,eat_at_home
5,587,university_student,home,5276861144_centroid,94,5276861144_centroid,eat_at_restaurant
5,589,university_student,home,5598068040_centroid,328,5598068040_centroid,eat_at_restaurant
5,590,university_student,home,10013187629_centroid,312,10013187629_centroid,eat_at_restaurant
5,594,university_student,home,5297201489_centroid,273,5297201489_centroid,eat_at_home
5,601,university_student,home,9738782077_centroid,131,9738782077_centroid,eat_at_restaurant
5,604,university_student,home,7961519394_centroid,260,7961519394_centroid,eat_at_restaurant
5,605,university_student,home,1582706374_centroid,269,1582706374_centroid,eat_at_restaurant
5,606,university_student,home,3187594701_centroid,86,3187594701_centroid,eat_at_restaurant
5,609,university_student,home,5379614096_centroid,300,5379614096_centroid,eat_at_restaurant
5,610,university_student,home,5409247087_centroid,208,5409247087_centroid,eat_at_restaurant
5,611,university_student,home,5297220734_centroid,226,5297220734_centroid,eat_at_restaurant
5,615,university_student,home,4262901251_centroid,174,4262901251_centroid,eat_at_home
5,619,university_student,home,3975269509_centroid,142,3975269509_centroid,eat_at_restaurant
5,620,university_student,home,2598218861_centroid,268,2598218861_centroid,eat_at_home
5,621,university_student,home,9738782077_centroid,131,9738782077_centroid,eat_at_home
5,626,university_student,home,5409248372_centroid,349,5409248372_centroid,eat_at_restaurant
5,628,university_student,home,5436827908_centroid,36,5436827908_centroid,eat_at_home
5,629,university_student,home,5598068233_centroid,334,5598068233_centroid,eat_at_home
5,630,university_student,home,9941564428_centroid,279,9941564428_centroid,eat_at_restaurant
5,631,university_student,home,3844117007_centroid,104,3844117007_centroid,eat_at_restaurant
5,632,university_student,home,5285312132_centroid,187,5285312132_centroid,eat_at_restaurant
5,635,university_student,home,5379617488_centroid,341,5379617488_centroid,eat_at_restaurant
5,636,university_student,home,1573640441_centroid,44,1573640441_centroid,eat_at_restaurant
5,637,university_student,home,1573619618_centroid,288,1573619618_centroid,eat_at_restaurant
5,638,university_student,home,5409248386_centroid,309,5409248386_centroid,eat_at_restaurant
5,640,university_student,home,2598219076_centroid,5,2598219076_centroid,eat_at_home
5,642,university_student,home,10024167379_centroid,156,10024167379_centroid,eat_at_restaurant
5,644,university_student,home,2602579414_centroid,49,2602579414_centroid,eat_at_home
5,645,university_student,home,5273261029_centroid,67,5273261029_centroid,eat_at_home
5,651,university_student,home,5379617448_centroid,92,5379617448_centroid,eat_at_restaurant
5,652,university_student,home,1573909770_centroid,177,1573909770_centroid,eat_at_home
5,653,university_student,home,5555654171_centroid,348,5555654171_centroid,eat_at_restaurant
5,658,university_student,home,2985100785_centroid,327,2985100785_centroid,eat_at_home
5,659,university_student,home,1575486641_centroid,17,1575486641_centroid,eat_at_home
5,662,university_student,home,3975269533_centroid,34,3975269533_centroid,eat_at_home
5,672,university_student,home,3901330724_centroid,102,3901330724_centroid,eat_at_restaurant
5,675,university_student,home,5385111216_centroid,342,5385111216_centroid,eat_at_home
5,676,university_student,home,3844116972_centroid,14,3844116972_centroid,eat_at_home
5,680,university_student,home,5598067418_centroid,318,5598067418_centroid,eat_at_restaurant
5,682,university_student,home,3844349926_centroid,299,3844349926_centroid,eat_at_home
5,683,university_student,home,7961286763_centroid,4,7961286763_centroid,eat_at_home
5,689,university_student,home,10024546830_centroid,153,10024546830_centroid,eat_at_restaurant
5,692,university_student,home,7961519322_centroid,63,7961519322_centroid,eat_at_restaurant
5,694,university_student,home,7022689279_centroid,151,7022689279_centroid,eat_at_restaurant
5,697,university_student,home,5598067860_centroid,339,5598067860_centroid,eat_at_restaurant
5,698,university_student,home,4801751224_centroid,195,4801751224_centroid,eat_at_restaurant
5,701,university_student,home,5525081311_centroid,244,5525081311_centroid,eat_at_home
5,706,university_student,home,4262901827_centroid,16,4262901827_centroid,eat_at_restaurant
5,710,university_student,home,5598068250_centroid,116,5598068250_centroid,eat_at_home
5,711,university_student,home,1572653115_centroid,274,1572653115_centroid,eat_at_restaurant
5,712,university_student,home,5680624427_centroid,340,5680624427_centroid,eat_at_home
5,714,university_student,home,10024546893_centroid,206,10024546893_centroid,eat_at_restaurant
5,717,university_student,home,5680624423_centroid,236,5680624423_centroid,eat_at_home
5,721,university_student,home,3901330669_centroid,209,3901330669_centroid,eat_at_home
5,722,university_student,home,3844349926_centroid,299,3844349926_centroid,eat_at_restaurant
5,723,university_student,home,2601271436_centroid,232,2601271436_centroid,eat_at_restaurant
5,724,university_student,home,3975269509_centroid,142,3975269509_centroid,eat_at_restaurant
5,725,university_student,home,5436829942_centroid,40,5436829942_centroid,eat_at_restaurant
5,726,university_student,home,4328946055_centroid,114,4328946055_centroid,eat_at_home
5,727,university_student,home,1575486641_centroid,17,1575486641_centroid,eat_at_home
5,729,university_student,home,1480054164_centroid,81,1480054164_centroid,eat_at_home
5,731,university_student,home,1577880501_centroid,212,1577880501_centroid,eat_at_restaurant
5,732,university_student,home,3844116972_centroid,14,3844116972_centroid,eat_at_home
5,736,university_student,home,7168468235_centroid,112,7168468235_centroid,eat_at_restaurant
5,737,university_student,home,2598218976_centroid,143,2598218976_centroid,eat_at_home
5,740,university_student,home,9771942870_centroid,113,9771942870_centroid,eat_at_home
5,743,university_student,home,10013187629_centroid,312,10013187629_centroid,eat_at_home
5,744,university_student,home,5276861176_centroid,223,5276861176_centroid,eat_at_home
5,745,university_student,home,5555654199_centroid,304,5555654199_centroid,eat_at_restaurant
5,746,university_student,home,5621237692_centroid,105,5621237692_centroid,eat_at_home
5,747,university_student,home,6161063319_centroid,272,6161063319_centroid,eat_at_home
5,748,university_student,home,5379617448_centroid,92,5379617448_centroid,eat_at_restaurant
65,633,university_student,home,5276861140_centroid,12,5276861140_centroid,eat_at_restaurant
115,283,student,home,6161063369_centroid,175,6161063369_centroid,eat_at_restaurant
120,532,university_student,home,9738782946_centroid,201,9738782946_centroid,eat_at_restaurant
175,318,student,home,5555654147_centroid,19,5555654147_centroid,eat_at_home
215,592,university_student,home,1582921706_centroid,161,1582921706_centroid,eat_at_restaurant
220,483,university_student,home,1573614867_centroid,345,1573614867_centroid,eat_at_home
285,472,university_student,home,5598067418_centroid,318,5598067418_centroid,eat_at_home
295,75,student,home,5415837028_centroid,286,5415837028_centroid,eat_at_restaurant
350,573,university_student,home,1573619000_centroid,32,1573619000_centroid,eat_at_restaurant
380,9,student,home,5436827896_centroid,144,5436827896_centroid,eat_at_restaurant
420,316,student,home,1573909770_centroid,177,1573909770_centroid,eat_at_home
480,386,student,home,5297201503_centroid,179,5297201503_centroid,eat_at_restaurant
535,398,student,home,3844116795_centroid,155,3844116795_centroid,eat_at_restaurant
540,352,student,home,3514520490_centroid,230,3514520490_centroid,eat_at_home
580,68,student,home,5598068250_centroid,57,5598068250_centroid,eat_at_home
625,407,student,home,1572619415_centroid,1,1572619415_centroid,eat_at_restaurant
645,385,student,home,5532522844_centroid,213,5532522844_centroid,eat_at_home
680,720,university_student,home,1573641215_centroid,54,1573641215_centroid,eat_at_home
750,94,student,home,7961519370_centroid,15,7961519370_centroid,eat_at_home
765,452,university_student,home,1582921818_centroid,147,1582921818_centroid,eat_at_restaurant
805,479,university_student,home,7961519346_centroid,75,7961519346_centroid,eat_at_home
845,344,student,home,5598068434_centroid,64,5598068434_centroid,eat_at_home
985,519,university_student,home,2598219253_centroid,119,2598219253_centroid,eat_at_home
1035,5,student,home,7961519187_centroid,134,7961519187_centroid,eat_at_home
1040,198,student,home,5379614088_centroid,35,5379614088_centroid,eat_at_restaurant
1045,107,student,home,10013122899_centroid,18,10013122899_centroid,eat_at_restaurant
1080,703,university_student,home,10013122911_centroid,145,10013122911_centroid,eat_at_home
1095,45,student,home,2598219102_centroid,336,2598219102_centroid,eat_at_restaurant
1135,116,student,home,1572619415_centroid,1,1572619415_centroid,eat_at_home
1135,336,student,home,3844350171_centroid,289,3844350171_centroid,eat_at_home
1155,713,university_student,home,9729800646_centroid,350,9729800646_centroid,eat_at_restaurant
1200,426,student,home,2601271459_centroid,294,2601271459_centroid,eat_at_home
1215,509,university_student,home,7183789931_centroid,315,7183789931_centroid,eat_at_restaurant
1345,446,student,home,2660604066_centroid,317,2660604066_centroid,eat_at_home
1350,608,university_student,home,5555654141_centroid,220,5555654141_centroid,eat_at_restaurant
1370,663,university_student,home,3390881701_centroid,121,3390881701_centroid,eat_at_home
1385,622,university_student,home,1480054164_centroid,81,1480054164_centroid,eat_at_home
1485,276,student,home,5911244781_centroid,98,5911244781_centroid,eat_at_restaurant
1630,171,student,restaurant,4834217550_centroid,350,9729800646_centroid,go_home
1640,511,university_student,home,5555654199_centroid,304,5555654199_centroid,eat_at_home
1650,706,university_student,restaurant,4834217550_centroid,16,4262901827_centroid,go_home
1690,671,university_student,home,4262901823_centroid,7,4262901823_centroid,eat_at_home
1720,234,student,home,5680624427_centroid,340,5680624427_centroid,eat_at_home
1735,206,student,home,5411247714_centroid,199,5411247714_centroid,eat_at_home
