time_stamp,disease_name,agent_id,agent_profession,agent_location,agent_node_id,current_state,next_state
172110,covid,440,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
172450,covid,206,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
172455,covid,6,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
173555,covid,454,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
174870,covid,496,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
174985,covid,199,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
175030,covid,76,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
175475,covid,726,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
176370,covid,568,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
178175,covid,172,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
178335,covid,635,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
178530,covid,672,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
179235,covid,468,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
179695,covid,410,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
179790,covid,6,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
180595,covid,719,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
180660,covid,724,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
182315,covid,744,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
186140,covid,612,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
186155,covid,717,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
186575,covid,428,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
186755,covid,712,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
187510,covid,307,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
187985,covid,646,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
189045,covid,651,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
189130,covid,277,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
189565,covid,674,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
189570,covid,79,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
190085,covid,747,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
190220,covid,717,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
191740,covid,46,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
192625,covid,483,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
194260,covid,136,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
194700,covid,149,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
196160,covid,617,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
196805,covid,327,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
197840,covid,719,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
198470,covid,651,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
198805,covid,560,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
199035,covid,721,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
200145,covid,394,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
200225,covid,163,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
201015,covid,410,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
201090,covid,483,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
201380,covid,480,university_student,Evacuation_Point,2660575052_centroid,exposed,asymptomatic
204215,covid,232,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
204800,covid,199,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
205295,covid,199,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
206030,covid,99,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
206590,covid,450,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
207585,covid,531,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
207600,covid,163,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
209110,covid,411,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
210775,covid,373,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
214960,covid,248,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
214975,covid,711,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
215250,covid,713,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
215500,covid,623,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
216225,covid,651,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
217070,covid,612,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
217285,covid,508,university_student,Evacuation_Point,2660575052_centroid,asymptomatic,recovered
219685,covid,204,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
221085,covid,3,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
221180,covid,619,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
221255,covid,258,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
221500,covid,576,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
223005,covid,468,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
223210,covid,742,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
224895,covid,471,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
225775,covid,486,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
230550,covid,507,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
231230,covid,552,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
231485,covid,136,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
235935,covid,531,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
236440,covid,409,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
240610,covid,206,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
243010,covid,343,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
243180,covid,210,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
243560,covid,568,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
244170,covid,419,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
244205,covid,333,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
244705,covid,613,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
244865,covid,343,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
245280,covid,52,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
246240,covid,495,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
246485,covid,276,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
247725,covid,346,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
251365,covid,92,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
252575,covid,461,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
253810,covid,316,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
257850,covid,502,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
260350,covid,3,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
260695,covid,327,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
260765,covid,473,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
261305,covid,419,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
261810,covid,525,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
263345,covid,696,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
263815,covid,386,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
263970,covid,552,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
264400,covid,425,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
264495,covid,450,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
265710,covid,73,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
267125,covid,473,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
268540,covid,627,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
269845,covid,264,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
270510,covid,3,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
271875,covid,79,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
272460,covid,334,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
272615,covid,495,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
273845,covid,282,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
275085,covid,333,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
275380,covid,258,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
276090,covid,747,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
278315,covid,596,university_student,Evacuation_Point,2660575052_centroid,asymptomatic,symptomatic
278870,covid,724,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
281595,covid,346,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
282150,covid,704,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
286005,covid,204,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
287785,covid,666,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
290115,covid,662,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
291145,covid,646,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
292320,covid,728,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
293180,covid,173,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
294565,covid,21,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
294585,covid,334,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
294815,covid,747,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
295440,covid,173,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
295830,covid,502,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
296005,covid,117,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
296420,covid,643,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
297680,covid,162,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
298770,covid,195,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
299440,covid,116,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
300835,covid,346,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
301325,covid,21,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
301630,covid,558,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
301775,covid,594,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
301815,covid,594,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
302780,covid,662,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
303585,covid,178,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
304525,covid,529,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
304550,covid,323,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
305560,covid,323,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
307500,covid,207,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
308060,covid,735,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
308190,covid,170,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
308385,covid,713,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
308640,covid,525,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
308685,covid,486,university_student,hospital,4834217545_centroid,severe,recovered
310220,covid,426,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
310230,covid,732,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
311485,covid,635,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
312355,covid,712,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
313000,covid,305,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
315260,covid,700,university_student,Evacuation_Point,2660575052_centroid,asymptomatic,recovered
315580,covid,559,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
319565,covid,559,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
320960,covid,502,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
321320,covid,685,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
321620,covid,746,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
323635,covid,662,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
324960,covid,643,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
325440,covid,707,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
326555,covid,316,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
326615,covid,652,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
327580,covid,732,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
329680,covid,482,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
331340,covid,728,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
331625,covid,378,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
331965,covid,386,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
332180,covid,599,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
332715,covid,92,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
333010,covid,76,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
334365,covid,28,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
336115,covid,172,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
336375,covid,461,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
337940,covid,225,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
338595,covid,48,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
338670,covid,378,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
339010,covid,295,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
339165,covid,666,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
339605,covid,150,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
339720,covid,530,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
341270,covid,276,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
342970,covid,204,student,Evacuation_Point,2258389243_centroid,symptomatic,severe
343925,covid,187,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
344050,covid,295,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
344775,covid,672,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
349300,covid,108,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
349505,covid,187,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
349925,covid,726,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
351225,covid,254,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
352005,covid,207,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
352145,covid,529,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
353810,covid,408,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
354560,covid,323,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
354890,covid,482,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
357060,covid,297,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
358435,covid,612,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
360740,covid,421,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
361330,covid,394,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
362725,covid,395,student,Evacuation_Point,2660575052_centroid,exposed,asymptomatic
365755,covid,185,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
366910,covid,179,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
367600,covid,116,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
369485,covid,97,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
369740,covid,649,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
369920,covid,748,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
372085,covid,617,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
373345,covid,735,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
374780,covid,274,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
378260,covid,643,university_student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
378515,covid,171,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
379290,covid,211,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
379355,covid,389,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
381710,covid,316,student,Evacuation_Point,2258389243_centroid,symptomatic,severe
382340,covid,474,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
383030,covid,599,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
383800,covid,433,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
383920,covid,284,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
385270,covid,52,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
385280,covid,132,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
385410,covid,91,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
386350,covid,408,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
386460,covid,721,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
389655,covid,248,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
390715,covid,507,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
390895,covid,460,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
393610,covid,474,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
394220,covid,723,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
394385,covid,73,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
395320,covid,705,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
397095,covid,688,university_student,Evacuation_Point,4801751333_centroid,symptomatic,severe
399965,covid,491,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
400370,covid,108,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
400950,covid,652,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
401930,covid,316,student,hospital,7183789943_centroid,severe,recovered
402055,covid,598,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
402265,covid,276,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
405155,covid,507,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
408635,covid,76,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
410290,covid,428,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
411475,covid,558,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
412580,covid,354,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
412990,covid,282,student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
413270,covid,259,student,Evacuation_Point,4801751333_centroid,symptomatic,severe
413970,covid,746,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
415865,covid,171,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
416205,covid,425,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
418610,covid,210,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
419110,covid,419,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
419215,covid,393,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
419575,covid,631,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
419620,covid,48,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
420190,covid,551,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
420260,covid,91,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
421490,covid,732,university_student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
422290,covid,223,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
424700,covid,320,student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
425645,covid,295,student,Evacuation_Point,4801751333_centroid,symptomatic,recovered
426310,covid,676,university_student,Evacuation_Point,2258389243_centroid,exposed,asymptomatic
427410,covid,723,university_student,Evacuation_Point,4801751333_centroid,asymptomatic,recovered
430510,covid,195,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
430795,covid,389,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
431965,covid,231,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
432770,covid,320,student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
433565,covid,576,university_student,Evacuation_Point,2258389243_centroid,asymptomatic,symptomatic
434555,covid,28,student,Evacuation_Point,2258389243_centroid,asymptomatic,recovered
435940,covid,555,university_student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
436680,covid,132,student,Evacuation_Point,4801751333_centroid,asymptomatic,symptomatic
437415,covid,390,student,Evacuation_Point,4801751333_centroid,exposed,asymptomatic
437470,covid,195,student,Evacuation_Point,2258389243_centroid,symptomatic,recovered
438950,covid,323,student,hospital,9820206585_centroid,severe,recovered
